title;last_response;responses;views;link;categorie;date;first_post
Tolkningshjälp, statistik högskoleutbildning.;2009-11-26;5;1060;https://www.flashback.org/t1062790;Utbildning och studier;2009-11-26;"Hej!
Skulle behöva lite hjälp att utläsa hur högt lägsta antagningspoäng till denna nedan listade utbildning är? Lägsta-jtal 999? Vad i helskotta betyder det? övriga punkter? Någon som vill ta på sig att skriva ut en begriplig förklaring på samtliga? Skulle uppskattas!
I övrigt fritt fram för pajkastning och idiotförklaranden!

Lärosäte - xxx

Anmälningskod - xxx

Utbildningsnamn - xxx

Antal platser - 31

Antal platser inkl. överintag - 233

Antal antagna - 72

Antal behöriga sökande  - 214

Antal reserver - 0

Urvalsgrupp - PK

Lägsta j-tal - 999

Antal antagna i urvalsgrupp  - 67

Antal behöriga sökande i urvalsgrupp - 213

Antal reserver i urvalsgrupp - 0"
Diskret matematik eller breddning?;2009-11-19;15;1133;https://www.flashback.org/t1056585;Utbildning och studier;2009-11-18;"Halloj!

Det är snart dags att välja var jag ska spendera mina poäng i individuellt val. Tyvärr kommer jag inte få tid att läsa breddning och diskret, då allt detta bara finns att välja till vårterminer. Så jag undrar helt enkelt vilket som är roligast och mest studieförberedande inför ett alternativt civilingenjörsutbildning.

Det som jag har lätt för är derivering, integrering och logaritmer till skillnad mot geometrin, trigonometrin och aritmetik som nästan sabbade mina betyg.

Någon som har lust att dela med sig av sin erfarenhet? Kanske någon som läste båda parallellt, vilket förvisso är möjligt för mig också."
Att läsa matematik B och C utan att ha G i A;2009-11-10;12;703;https://www.flashback.org/t1049598;Utbildning och studier;2009-11-09;"Som den långa rubriken säger, är det möjligt på Komvux?


MVH Occ"
Matematik D & E på distans utan skriftliga prov?;2009-11-08;6;1688;https://www.flashback.org/t1048087;Utbildning och studier;2009-11-07;"Jag är intresserad av att läsa Matematik D & E. Tänkte ansöka via kommunen, men det är inte det diskussionen gäller. Jag undrar om det finns någon kursanordnare som erbjuder de kurserna utan att det är skriftliga prov involverade. Jag kommer inte ha möjlighet att infinna mig på någon fysisk plats där ett sådant prov kan ges, så jag är intresserad av kurser som är helt nätbaserade, modell Hermods. Hermods är alltså ett alternativ som jag känner till, men som jag är mycket skeptisk till. 

Jag kan tycka att Hermods fungerar ganska bra, men jag vill ha möjligheten att ""besvära"" en lärare med en massa frågor - vilket jag inte direkt kan tycka att jag haft på Hermods. Visst, man kan sitta här osv. också, men jag vet inte... Jo, visst... Den hjälp jag har fått här har ju varit riktigt bra."
Förhållandet mellan ekonomi och matematik?;2009-11-07;34;2921;https://www.flashback.org/t1021784;Utbildning och studier;2009-10-09;Funderar på vad inom matematik som är relevant inom ekonomi. Hur skiftar det mellan olika grenar och inriktningar inom ekonomi? Vad är det från gymnasiet som är viktigt? Vad är det man lär sig för någon matematik på olika ekonomutbildningar?
Matematikprogrammet vs Teknisk matte;2009-11-01;5;881;https://www.flashback.org/t1042068;Utbildning och studier;2009-10-30;"Två frågor jag hoppas får svar på om dessa två  ""Matematikprogrammet"" och ""Teknisk matte""
1. Vilken är det svårast matte i?
2. Vilken är det mest matte i?"
Intermediate Microeconomics, micro analys.;2009-10-17;0;340;https://www.flashback.org/t1031511;Utbildning och studier;2009-10-17;"Någon som möjligtvis har en sammanfattning på denna bok.
Intermediate microeconomics, Hal R. Varian.

Läser micro på B-C nivå, hade även varit till hjälp med en fin sammanfattning av kursen ifall sådan finns.

Mvh"
Fräsha upp matematikkunskaper.;2009-10-14;19;870;https://www.flashback.org/t1025327;Utbildning och studier;2009-10-13;"Det är sista ansökningsdag till Högskolan I övermorgon och jag har en fråga som jag skulle behöva ett snabbt svar på och skulle vara mycket tacksam om någon vet svaret.

Vad jag undrar är huruvida det finns någon slags uppfräshingskurs i matte inför högskolestudierna. Jag har läst Matematik D på gymnasiet men det var ett par år sedan och jag känner mig inte särskilt hemma på det längre men tror att det skulle komma tillbaka fort om man gick ngn kortare kurs. 

OBS. Jag planerar att söka till ngt program på kth lr liknande först till H 10."
Matematikprogrammet i göterborg;2009-10-14;5;493;https://www.flashback.org/t1024437;Utbildning och studier;2009-10-12;"Några korta frågor om det matematikprogrammet.


Hur bra på matte måste an vara?
Var krävs för behörighet för att blir intagen? 
Vilka gymansium kurser ska man har läst?
Studietakt?
Jobb i framtiden?

Tack så mycket"
Kollar CIS i betygsdatabasen - Betygskontroll i utlandet;2009-10-12;0;225;https://www.flashback.org/t1024296;Utbildning och studier;2009-10-12;"Hej.

Är det någon som vet om CIS Sweden (cis.nu) kontrollerar inlämnade meriter/betyg mot registrerade meriter hos VHS/studera.nu ?

Dessutom, är det någon som vet hur vanligt det är att skolor, i synnerhet i Australien följer upp och kontrollerar inlämnade betyg?"
Fråga ang. antagningsstatistik för kurs;2009-10-11;1;164;https://www.flashback.org/t1023637;Utbildning och studier;2009-10-11;"Sökte en fristående kurs tills vårterminen, antagningsstatistiken för kursen säger
BG = 13,30 lägsta meritvärde, 22 antagna. HP = lägsta meritvärde * (alla behöriga antagna), 9 antagna.

Detta betyder altså att alla som gjort gjort HP blev antagna, även om man hade under 13,30 i gymnasiebetyg?"
KTH - Datavetenskap VS IT;2009-10-08;2;706;https://www.flashback.org/t1021331;Utbildning och studier;2009-10-08;"Jag hittade en gammal tråd från 2007 om Datavetenskap mot IT (informationteknik) på KTH och där så basically drev dom sönder med IT och sa att IT var värdelöst.

Det jag undrar nu är vilket program eller linje eller vad man nu kallar det är det man ska gå om man vill inrikta sig på Internet, Webbutveckling, systemutveckling, programmering, asså saker som inte är typ bygga en hårddisk eller bygga ett kretslopp :S. Jag vill inte hålla på och bygga saker och så utan vill programmera och utveckla program och så. 

Förlåt om jag låter typ okunnig och så men jag är det, jag har ingen aning om vad det är man pluggar när man pluggar data på universitetsnivå, jag vill basically programmera och så, inte hålla på o bygga robotar eller fysiska saker."
systemutvecklare vilket universitet el. högskola?;2009-09-27;5;691;https://www.flashback.org/t1013024;Utbildning och studier;2009-09-27;"Har bestämt mig nu vad jag har tänkt utbilda mig till men behöver några råd om vilka skolor jag ska söka mig till.

Jag villl ha kunskap inom nätverksteknik så jag kan arbeta som it-tekniker/underhåll av it nätverk eller liknande.

Java och grundläggande användning av C++/C#

Och sen vilka kurser man bör ha för att bli en mångsidig systemutvecklare.

Dvs jag vill ha en så bred utbildning som möjligt.

Finns ett antal systemvetenskapliga program har jag sett men vilka ska jag sikta in mig på. (Inte intresserad av skolorna i sthlm och har inte MaD fyA-B KeA.)

Tack för svar"
Malmö Högskola - Högskoleingenjörsutbildning Data och telekom, något bra?;2009-09-03;2;550;https://www.flashback.org/t994208;Utbildning och studier;2009-09-02;"http://www.edu.mah.se/TGHDT/

Vad säger ni om den utbildningen, är det något att välja? Någon som har erfarenhet av den? Malmö Högskola är den enda skola som har Högskoleingenjörsutbildning Data och telekom, men vad är just Data Telekom? LiTH och LTH har ju Högskoleingenjörsutbildning Datateknik/Maskinteknik/Byggteknik osv... men ingen Data Telekom."
Data systemvetenskap, Stockholms universitet;2009-05-22;22;3320;https://www.flashback.org/t883278;Utbildning och studier;2009-03-31;Är det någon som vet om det är en råplugg linje eller om det är förhållandevis slappt?
Frågor om Civing(industriell ekonomi) samt Matematik I;2009-01-09;8;563;https://www.flashback.org/t821699;Utbildning och studier;2009-01-09;"Det är så att jag tänkte börja Industriell Ekonomi vid KTH till hösten. Pluggar för närvarande basåret (gick sam på gymnasiet) och allt går bra, tycker det är rätt lätt faktiskt.  

Hursomhelst, har lite panik när det kommer till min ålder och det faktum att en Cving-utbildning är hela 5 år. Jag blir 24 i år vilket iofs inte är så jätteilla, och många tycker att jag ska dra lite i bromsspaken och försöka ta det piano istället men bara tanken på att jag kommer vara närmare 29 år när jag är klar får mig att kallsvettas och utöver det tillkommer att jag bara har 4 år kvar av CSN samt att min flickväns föräldrar pressar mig lite(hon är utländsk) .

Det jag undrar är vilka möjligheter man har att läsa i högre takt samt hur jobbigt det kan tänkas bli, och framförallt några kvalificerade gissningar på hur snabbt man kan tänkas bli klar(rimliga gissningar).

Min första tanke just nu är att hoppa på Matematik I vid SU och läsa den parallellt med basåret. Jag saknar iofs matte D, men det är möjligt att jag kan få hoppa på den då jag dels läser den vid basåret just nu och dessutom läste den i våras(la dock av när jag bestämde mig för att ta basåret). Det blir nog tufft, men basåret är rätt slappt och det är egentligen bara fysiken som kräver tid. Jag tror det kan gå att fixa.

En annan metod jag tänker tillämpa är att läsa kurser under somrarna. Borde väl gå att tjäna in i varje fall en termin på att göra så. Finns det goda möjligheter till att läsa under somrarna?

Jag talar ett tredje språk flytande. Ser att KTH har kurser i språket vilket betyder att jag kanske kan tenta av dessa och kamma in ett par gratis poäng (halv termin eller så?)?

Sista ""taktiken"" är att helt enkelt läsa fler kurser per termin. Hur jobbigt/svårt är detta? Eftersom det handlar om Industriell Ekonomi antar jag att det är just rätt mycket ekonomi vilket jag inbillar mig är ganska enkelt. Å andra sidan är mattekurser rent schemamässigt lättare att passa in då man egentligen bara behöver bry sig om tentan?

Är såklart medveten om risken att ta sig vatten över huvudet, men jag är disciplinerad och tror jag kan fixa det. 
Så kom gärna med fler förslag, egna erfarenheter och som sagt gissningar på hur snabbt man kan tänkas bli klar med utbidningen."
Renodlad programmeringsutbildning vid Lunds Universitet?;2008-12-08;1;274;https://www.flashback.org/t800628;Utbildning och studier;2008-12-08;Jag är inte så intresserad av civilingenjör, utan jag vill ha 100% fokus på programmering, och kanske även lite operativsystem. Vad rekommenderar ni mig till HT 2009?
Dataspelsutveckling Stockholm Universitet;2008-12-07;11;2134;https://www.flashback.org/t799338;Utbildning och studier;2008-12-06;"Hej

Jag undrar om någon har gått på Datorspelsutveckling 180p på Stockholms universitet? Är utbildningen bra? Lär man sig mycket? Får man alla kunskaper man behöver för att kunna få jobb efter utbildningen osv?"
Plugga matematik på högskola/universitet. Men vad?;2008-10-09;1;953;https://www.flashback.org/t761921;Utbildning och studier;2008-10-09;"Ja jag vill alltså söka in till LTH i Lund alternativt MAH i Malmö. Nu vill jag ha tips på vad jag ska plugga... Allt möjligt som är intressant. I nuläget är jag bara intresserad av kurser, men föreslå gärna hela program också då det kan bli aktuellt i framtiden.

Jag gick natur på gymnasiet med inriktning matte/data, alltså har jag läst matte A-E + diskret. Inte toppenbetyg men helt ok.

Nå, förslag?"
Bra universitet att läsa statistik på?;2008-04-12;24;2634;https://www.flashback.org/t651045;Utbildning och studier;2008-04-02;"Jag har läst A och B nivån i statistik på Handels i Göteborg. Jag vill fortsätta läsa statistik på C och D nivå men problemet är att läraren i Göteborg är ganska dålig. Han kan mycket men orkar bara ha en lektion i veckan, som han avslutar 30 min för tidigt p.g.a att han är trött. Dessutom erbjuder dom ganska få kurser i Göteborg. T. ex i Lund verkar det som att dom har 25-50% fler kurser. 

Så nu funderar jag på var jag ska fortsätta mina statistikstudier. Är det någon som har nån erfarenhet av något universitet? Även hur staden och ""studentlivet"" är är viktigt.

Jag undrar även vad för ämne som är bra att komplettera med, just nu lutar det åt nationalekonomi (läser A-kursen just nu).

Finns det några möjligheter att efter avslutad utbildning arbeta som egen företagande statistikkonsult om man är bra på att marknadsföra sig själv?"
Datautbildning med lite matematik (Universitet);2008-03-13;25;1315;https://www.flashback.org/t639758;Utbildning och studier;2008-03-13;"Det är såhär att jag är väldigt intresserad av datorer men inte av matematik. 

Och problemet för mig är att när jag kikar runt på olika program som är omfattar någon slags datautbildning så är det ofta stora krav på matematiska kunskaper & matte har verkligen aldrig varit någonting för mig.

Har bra betyg i i de flesta ämnena dock har jag bara läst Matte B 

Så ni får gärna komma med tips på data utbildningar som inte innefattar så stora krav på matematiska kunskaper. (om det nu finns några sådana)

Jag är intresserad av det mesta som har med datorer att göra förutom programmering som jag kan nada om, stad där utbildningen finns spelar ingen roll alls.. 

Så om ni har nåt bra tips till mig, låt mig höra."
